run369  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run370  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run371  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run372  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run373  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run374  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run375  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run376  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run377  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run378  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run379  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run380  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run381  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run382  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run383  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run384  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run385  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run386  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run387  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run388  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run389  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run390  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run391  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run392  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run393  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run394  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run395  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run396  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run397  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run398  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run399  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
run400  x = 3.26207e-05, y = 0.822445, z = 18.061395 1.75952e-01
